FREQ,Frequenza,DATA_TYPE,Indicatore,MEASURE,Misura,SEX,Sesso,AGE,Età,EDU_LEV_HIGHEST,Titolo di studio,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,6_INT_QV_MESE,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta al mese,THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,99,Totale,2022,289,,
A,Annuale,6_INT_QV_MESE,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta al mese,THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,99,Totale,2023,259,,
A,Annuale,6_INT_QV_MESE,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta al mese,THV,Valori in migliaia,9,Totale,Y_GE6,6 anni e più,99,Totale,2022,853,,
A,Annuale,6_INT_QV_MESE,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta al mese,THV,Valori in migliaia,9,Totale,Y_GE6,6 anni e più,99,Totale,2023,700,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,1,Maschi,Y6-24,6-24 anni,99,Totale,2022,32,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,1,Maschi,Y6-24,6-24 anni,99,Totale,2023,24,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,1,Maschi,Y25-44,25-44 anni,99,Totale,2022,12,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,1,Maschi,Y25-44,25-44 anni,99,Totale,2023,14,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,1,Maschi,Y45-64,45-64 anni,99,Totale,2022,64,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,1,Maschi,Y45-64,45-64 anni,99,Totale,2023,65,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,1,Maschi,Y_GE65,65 anni e più,99,Totale,2022,69,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,1,Maschi,Y_GE65,65 anni e più,99,Totale,2023,75,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,1,Maschi,Y_GE6,6 anni e più,99,Totale,2022,178,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,1,Maschi,Y_GE6,6 anni e più,99,Totale,2023,178,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,2,Femmine,Y6-24,6-24 anni,99,Totale,2022,17,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,2,Femmine,Y6-24,6-24 anni,99,Totale,2023,24,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,2,Femmine,Y25-44,25-44 anni,99,Totale,2022,26,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,2,Femmine,Y25-44,25-44 anni,99,Totale,2023,22,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,2,Femmine,Y45-64,45-64 anni,99,Totale,2022,71,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,2,Femmine,Y45-64,45-64 anni,99,Totale,2023,76,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,2,Femmine,Y_GE65,65 anni e più,99,Totale,2022,69,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,2,Femmine,Y_GE65,65 anni e più,99,Totale,2023,74,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,2,Femmine,Y_GE6,6 anni e più,99,Totale,2022,183,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,2,Femmine,Y_GE6,6 anni e più,99,Totale,2023,196,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,9,Totale,Y6-24,6-24 anni,99,Totale,2022,49,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,9,Totale,Y6-24,6-24 anni,99,Totale,2023,48,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,9,Totale,Y25-44,25-44 anni,99,Totale,2022,38,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,9,Totale,Y25-44,25-44 anni,99,Totale,2023,36,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,9,Totale,Y45-64,45-64 anni,99,Totale,2022,136,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,9,Totale,Y45-64,45-64 anni,99,Totale,2023,141,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,99,Totale,2022,138,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,99,Totale,2023,150,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,9,Totale,Y_GE6,6 anni e più,99,Totale,2022,361,,
A,Annuale,6_INT_QV_ANNO,'Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: frequenza di utilizzo di Internet: qualche volta all"'anno',THV,Valori in migliaia,9,Totale,Y_GE6,6 anni e più,99,Totale,2023,374,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,1,Maschi,Y6-24,6-24 anni,99,Totale,2022,274,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,1,Maschi,Y6-24,6-24 anni,99,Totale,2023,219,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,1,Maschi,Y25-44,25-44 anni,99,Totale,2022,319,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,1,Maschi,Y25-44,25-44 anni,99,Totale,2023,308,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,1,Maschi,Y45-64,45-64 anni,99,Totale,2022,960,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,1,Maschi,Y45-64,45-64 anni,99,Totale,2023,779,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,1,Maschi,Y_GE65,65 anni e più,99,Totale,2022,3042,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,1,Maschi,Y_GE65,65 anni e più,99,Totale,2023,2941,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,1,Maschi,Y_GE6,6 anni e più,99,Totale,2022,4596,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,1,Maschi,Y_GE6,6 anni e più,99,Totale,2023,4246,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,2,Femmine,Y6-24,6-24 anni,99,Totale,2022,272,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,2,Femmine,Y6-24,6-24 anni,99,Totale,2023,216,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,2,Femmine,Y25-44,25-44 anni,99,Totale,2022,336,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,2,Femmine,Y25-44,25-44 anni,99,Totale,2023,303,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,2,Femmine,Y45-64,45-64 anni,99,Totale,2022,1022,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,2,Femmine,Y45-64,45-64 anni,99,Totale,2023,867,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,2,Femmine,Y_GE65,65 anni e più,99,Totale,2022,4891,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,2,Femmine,Y_GE65,65 anni e più,99,Totale,2023,4663,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,2,Femmine,Y_GE6,6 anni e più,99,Totale,2022,6521,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,2,Femmine,Y_GE6,6 anni e più,99,Totale,2023,6048,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,9,Totale,Y6-24,6-24 anni,99,Totale,2022,546,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,9,Totale,Y6-24,6-24 anni,99,Totale,2023,435,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,9,Totale,Y25-44,25-44 anni,99,Totale,2022,656,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,9,Totale,Y25-44,25-44 anni,99,Totale,2023,610,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,9,Totale,Y45-64,45-64 anni,99,Totale,2022,1982,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,9,Totale,Y45-64,45-64 anni,99,Totale,2023,1645,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,99,Totale,2022,7933,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,9,Totale,Y_GE65,65 anni e più,99,Totale,2023,7604,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,9,Totale,Y_GE6,6 anni e più,99,Totale,2022,11116,,
A,Annuale,6_INTNO,Persone di 6 anni e più per utilizzo di Internet e frequenza di utilizzo: non usano Internet,THV,Valori in migliaia,9,Totale,Y_GE6,6 anni e più,99,Totale,2023,10294,,
